sector,industry,year,mean,std,count
Computer and Technology,Semiconductor Manufacturing,2010,0.23378110763847573,,1
Computer and Technology,Semiconductor Manufacturing,2011,0.14656570858951679,,1
Computer and Technology,Semiconductor Manufacturing,2012,0.2128611067243314,,1
Computer and Technology,Semiconductor Manufacturing,2013,0.20066650768200345,,1
Computer and Technology,Semiconductor Manufacturing,2014,0.25048842165384283,,1
Computer and Technology,Semiconductor Manufacturing,2015,0.08762196054786073,,1
Computer and Technology,Semiconductor Manufacturing,2016,0.24294380503829457,,1
Computer and Technology,Semiconductor Manufacturing,2017,0.18258730600641843,,1
Computer and Technology,Semiconductor Manufacturing,2018,0.2276605502850901,,1
Computer and Technology,Semiconductor Manufacturing,2019,0.21260437300783178,,1
Computer and Technology,Semiconductor Manufacturing,2020,0.1982081718901182,,1
Computer and Technology,Semiconductor Manufacturing,2021,0.16705299687009662,,1
Computer and Technology,Semiconductor Manufacturing,2022,0.17891357208845576,,1
Computer and Technology,Semiconductor Manufacturing,2023,0.13809335848097506,,1
Computer and Technology,Semiconductor Manufacturing,2024,0.1313578418796019,,1
Computer and Technology,Virtual Reality,2010,0.30516657918383705,0.16587202752626587,2
Computer and Technology,Virtual Reality,2011,0.1707997280129474,0.0189412333946543,2
Computer and Technology,Virtual Reality,2012,0.22141578647746782,0.0419353601329781,2
Computer and Technology,Virtual Reality,2013,0.212714619067786,0.03923557095129165,2
Computer and Technology,Virtual Reality,2014,0.22241306047200565,0.042570353278692144,2
Computer and Technology,Virtual Reality,2015,0.20783608289640704,0.03741661343223711,2
Computer and Technology,Virtual Reality,2016,0.20463083843546598,0.04036663249310707,2
Computer and Technology,Virtual Reality,2017,0.286969116166527,0.061719445955874,2
Computer and Technology,Virtual Reality,2018,0.2610497086123843,0.05745544446219709,2
Computer and Technology,Virtual Reality,2019,0.1934653049422447,0.032335776161079986,2
Computer and Technology,Virtual Reality,2020,0.24761759204529182,0.0471025965735298,2
Computer and Technology,Virtual Reality,2021,0.24709922144546625,0.055239243062682054,2
Computer and Technology,Virtual Reality,2022,0.20013009781402719,0.03281977115829756,2
Computer and Technology,Virtual Reality,2023,0.13227448468103295,0.01040074503480236,2
Computer and Technology,Virtual Reality,2024,0.1330988664145208,0.01031715285160246,2
Construction,3D Printing in Construction,2010,0.2281398238812818,,1
Construction,3D Printing in Construction,2011,0.22133201629008487,,1
Construction,3D Printing in Construction,2012,0.27041310224219006,,1
Construction,3D Printing in Construction,2013,0.24968724417869162,,1
Construction,3D Printing in Construction,2014,0.25210377635702447,,1
Construction,3D Printing in Construction,2015,0.24463659080138425,,1
Construction,3D Printing in Construction,2016,0.15940217771869175,,1
Construction,3D Printing in Construction,2017,0.30049643760038547,,1
Construction,3D Printing in Construction,2018,0.23819093990586965,,1
Construction,3D Printing in Construction,2019,0.33167677848801635,,1
Construction,3D Printing in Construction,2020,0.18805437649796344,,1
Construction,3D Printing in Construction,2021,0.3099853732449602,,1
